time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
399300,2022-07-07 08:18:19,32.8256440352689,34.9559339243903,7,,,12.4942341,0.1,0.0482856,5.24911,895.439,17,0,15.398,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -6.1, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9637235,0.0730672,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.4942341,7,6,P-GPS,
399400,2022-07-07 08:18:19,32.825644011321,34.9559339617239,7,,,12.4942341,0.1,0.0599597,5.24953,895.443,17,0,15.398,13.0942341,7.6,11.9583,137.601,-0.1,0,0,247.9, -5.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9631699,0.0756978,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.4942341,7,6,P-GPS,
399500,2022-07-07 08:18:19,32.8256439654314,34.9559339529894,7,,,12.4942341,0.1,0.0704528,5.25429,895.448,17,0,15.398,13.0942341,7.6,11.9583,137.601,-0.1,0,0,247.9, -5.5, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9632292,0.0756547,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.4942341,7,6,P-GPS,
399600,2022-07-07 08:18:19,32.8256439218575,34.9559339489625,7,,,12.4942341,0.1,0.0699369,5.25861,895.453,17,0,15.398,13.0942341,7.6,11.9583,137.601,-0.1,0,0,247.9, -5.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9621861,0.0724122,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.4942341,7,6,P-GPS,
399700,2022-07-07 08:18:19,32.8256438770883,34.9559339506191,7,,,12.4942341,0.1,0.0668281,5.26276,895.458,17,0,15.398,13.0942341,7.6,11.9583,137.601,-0.1,0,0,247.9, -5.5, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9622453,0.0720875,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.4942341,7,6,P-GPS,
399800,2022-07-07 08:18:19,32.8256438432199,34.9559339502394,7.1,,,12.5942341,0.1,0.0593643,5.26598,895.462,17,0,15.398,13.0942341,7.6,11.9583,137.601,-0.1,0,0,247.9, -5.5, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9623722,0.0726735,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
399900,2022-07-07 08:18:19,32.8256438807816,34.9559339798733,7.1,,,12.5942341,0.1,0.0447755,5.26098,895.467,17,0,15.377,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.9, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9624578,0.0725515,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400000,2022-07-07 08:18:19,32.8256438842958,34.9559339397794,7.1,,,12.5942341,0.1,0.053022,5.26261,895.47,17,0,15.377,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -6, -1,0,0,1024,1024,1024,1024,0,0,0,0,359.9625907,0.0728831,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400100,2022-07-07 08:18:20,32.8256438738249,34.9559338610725,7.1,,,12.5942341,0.1,0.0477107,5.26748,895.478,17,0,15.377,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.3, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9626517,0.0728687,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400200,2022-07-07 08:18:20,32.8256438603446,34.955933806298,7.1,,,12.5942341,0.1,0.0385873,5.27145,895.483,17,0,15.377,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.3, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9617543,0.0749851,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400300,2022-07-07 08:18:20,32.8256437902108,34.9559337416115,7.1,,,12.5942341,0.1,0.0283207,5.28127,895.493,17,0,15.377,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9618048,0.0751235,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400400,2022-07-07 08:18:20,32.8256437815508,34.9559337338557,7.1,,,12.5942341,0.1,0.0304593,5.28247,895.494,17,0,15.377,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.6, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9632606,0.0733421,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400500,2022-07-07 08:18:20,32.8256437942396,34.9559337498642,7.1,,,12.5942341,0.1,0.0377909,5.28048,895.496,17,0,15.377,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9633207,0.073324,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400600,2022-07-07 08:18:20,32.825643770803,34.9559337591314,7.1,,,12.5942341,0.1,0.051375,5.28224,895.499,17,0,15.377,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248, -5.5, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9636996,0.0729216,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400700,2022-07-07 08:18:20,32.8256436889574,34.9559337766283,7.1,,,12.5942341,0.1,0.0611431,5.28911,895.508,17,0,15.377,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248, -5, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9638,0.0727687,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400800,2022-07-07 08:18:20,32.8256436195401,34.955933773631,7.1,,,12.5942341,0.1,0.0629763,5.29582,895.516,17,0,15.377,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9635809,0.0737682,66,3.865,3.878,3.873,3.869,0,0,14.716,50,12.5942341,7.1,6,P-GPS,
400900,2022-07-07 08:18:20,32.825643559799,34.9559337655134,7.1,,,12.5942341,0.1,0.0704057,5.30187,895.523,17,0,15.455,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -5.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9636667,0.073708,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.5942341,7.1,6,P-GPS,
401000,2022-07-07 08:18:20,32.8256435131343,34.9559337661582,7.1,,,12.5942341,0.1,0.0696672,5.30625,895.528,17,0,15.455,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -5.6, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9628097,0.0721133,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.5942341,7.1,6,P-GPS,
401100,2022-07-07 08:18:20,32.825643507767,34.955933761359,7.1,,,12.5942341,0.1,0.0575616,5.307,895.529,17,0,15.455,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -6, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9629303,0.0717194,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.5942341,7.1,6,P-GPS,
401200,2022-07-07 08:18:20,32.8256434903068,34.9559337606428,7.1,,,12.5942341,0.1,0.0431067,5.30869,895.531,17,0,15.455,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -5.4, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9621709,0.0759021,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.5942341,7.1,6,P-GPS,
401300,2022-07-07 08:18:21,32.8256435008787,34.9559337419887,7,,,12.4942341,0.1,0.0293204,5.3086,895.533,17,0,15.455,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -5.5, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9622474,0.0758766,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.4942341,7,6,P-GPS,
401400,2022-07-07 08:18:21,32.8256435055132,34.95593372244,7.1,,,12.5942341,0.1,0.0301976,5.30912,895.535,17,0,15.455,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -5.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9626571,0.07453,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.5942341,7.1,6,P-GPS,
401500,2022-07-07 08:18:21,32.8256434784745,34.9559337146664,7,,,12.4942341,0.1,0.0386239,5.31206,895.538,17,0,15.455,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -5.5, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9627091,0.0746144,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.4942341,7,6,P-GPS,
401600,2022-07-07 08:18:21,32.8256434560476,34.9559337724077,7,,,12.4942341,0.1,0.0493429,5.31135,895.544,17,0,15.455,13.0942341,7.6,11.9583,137.601,0,0,0,248, -5.3, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9629837,0.0726151,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.4942341,7,6,P-GPS,
401700,2022-07-07 08:18:21,32.8256435110402,34.9559337102725,7,,,12.4942341,0.1,0.0655982,5.3092,895.552,17,0,15.455,13.0942341,7.6,11.9583,137.601,0,-0.1,0,247.9, -5.6, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9629846,0.0731472,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.4942341,7,6,P-GPS,
401800,2022-07-07 08:18:21,32.8256435607044,34.9559336618341,7.1,,,12.5942341,0.1,0.0671286,5.30688,895.559,17,0,15.455,13.0942341,7.6,11.9583,137.601,0,0,0,248, -5.1, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,359.960365,0.074163,66,3.857,3.868,3.865,3.863,0,0,15.332,50,12.5942341,7.1,6,P-GPS,
401900,2022-07-07 08:18:21,32.8256436061185,34.9559336421885,7.1,,,12.5942341,0.1,0.0762626,5.30356,895.565,17,0,15.425,13.0942341,7.6,11.9583,137.601,0.1,0,0,248, -4.5, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9603733,0.0746848,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.5942341,7.1,6,P-GPS,
402000,2022-07-07 08:18:21,32.8256436981647,34.9559336409269,7.1,,,12.5942341,0.1,0.102269,5.29493,895.575,17,0,15.425,13.0942341,7.6,11.9583,137.601,0.1,0,0,248, -4.7, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9608424,0.0768111,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.5942341,7.1,6,P-GPS,
402100,2022-07-07 08:18:22,32.825643791341,34.9559336448876,7.1,,,12.5942341,0.1,0.111109,5.28594,895.585,17,0,15.425,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.1, -5.7, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9608811,0.0770986,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.5942341,7.1,6,P-GPS,
402200,2022-07-07 08:18:22,32.8256438946429,34.9559336523223,7,,,12.4942341,0.1,0.109654,5.27583,895.597,17,0,15.425,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.1, -6.3, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9630063,0.0747009,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.4942341,7,6,P-GPS,
402300,2022-07-07 08:18:22,32.8256440143531,34.9559336592165,7,,,12.4942341,0.1,0.0955237,5.2642,895.61,17,0,15.425,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.1, -7, -3.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9630688,0.0749228,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.4942341,7,6,P-GPS,
402400,2022-07-07 08:18:22,32.8256441285787,34.9559336778018,7,,,12.4942341,0.1,0.0596263,5.25252,895.623,17,0,15.425,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.1, -7.1, -4.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9607386,0.0764138,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.4942341,7,6,P-GPS,
402500,2022-07-07 08:18:22,32.8256441695829,34.9559337108689,7,,,12.4942341,0.1,0.0401559,5.24701,895.628,17,0,15.425,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.2, -4.4,0,0,1024,1024,1024,1024,0,0,0,0,359.960804,0.0766129,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.4942341,7,6,P-GPS,
402600,2022-07-07 08:18:22,32.8256441732241,34.9559337344751,7,,,12.4942341,0.1,0.0395167,5.2455,895.631,17,0,15.425,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -6.8, -4.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9607096,0.0761912,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.4942341,7,6,P-GPS,
402700,2022-07-07 08:18:22,32.8256441483285,34.9559337392514,7,,,12.4942341,0.1,0.0633076,5.24761,895.633,17,0,15.425,13.0942341,7.6,11.9583,137.601,-0.1,0,0,247.9, -6.5, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9607963,0.0758759,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.4942341,7,6,P-GPS,
402800,2022-07-07 08:18:22,32.8256441365483,34.9559338183432,7,,,12.4942341,0.1,0.108402,5.24479,895.641,17,0,15.425,13.0942341,7.6,11.9583,137.601,-0.1,0,0,247.9, -5.4, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9590474,0.0738147,66,3.865,3.877,3.874,3.871,0,0,14.272,50,12.4942341,7,6,P-GPS,
402900,2022-07-07 08:18:22,32.8256440653364,34.9559338957885,7,,,12.4942341,0.1,0.129485,5.24768,895.652,17,0,15.409,13.0942341,7.6,11.9583,137.601,-0.1,0.1,0,248, -5, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9591878,0.0732441,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403000,2022-07-07 08:18:22,32.8256439812924,34.955933970206,7,,,12.4942341,0.1,0.127697,5.25195,895.663,17,0,15.409,13.0942341,7.6,11.9583,137.601,-0.1,0.1,0,248.1, -5.9, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9595667,0.0739166,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403100,2022-07-07 08:18:23,32.8256439001145,34.9559340237189,7,,,12.4942341,0.1,0.118045,5.25699,895.674,17,0,15.409,13.0942341,7.6,11.9583,137.601,-0.1,0.1,-0.1,248.1, -5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9596662,0.0733783,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403200,2022-07-07 08:18:23,32.8256438471119,34.9559340525424,7,,,12.4942341,0.1,0.0775842,5.2606,895.68,17,0,15.409,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248, -5.5, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9587733,0.0695016,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403300,2022-07-07 08:18:23,32.8256438296615,34.9559339783084,7,,,12.4942341,0.1,0.0243879,5.26589,895.687,17,0,15.409,13.0942341,7.6,11.9583,137.601,0,0,0,248, -6.4, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9589213,0.0692421,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403400,2022-07-07 08:18:23,32.8256438169922,34.9559339688909,7,,,12.4942341,0.1,0.0246677,5.26755,895.689,17,0,15.409,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -6.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9580275,0.0762846,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403500,2022-07-07 08:18:23,32.8256438111363,34.9559339615659,7,,,12.4942341,0.1,0.0476775,5.26846,895.69,17,0,15.409,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -5.9, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9580644,0.0764181,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403600,2022-07-07 08:18:23,32.8256437771344,34.9559339584513,7,,,12.4942341,0.1,0.0682835,5.27183,895.694,17,0,15.409,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.2, -5.7, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9586531,0.0754943,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403700,2022-07-07 08:18:23,32.8256436455464,34.9559340940304,7,,,12.4942341,0.1,0.0936055,5.27767,895.713,17,0,15.409,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -5.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,359.958631,0.0758586,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403800,2022-07-07 08:18:23,32.8256435757447,34.9559341110609,7,,,12.4942341,0.1,0.0758702,5.28346,895.721,17,0,15.409,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -4.7, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9583554,0.0734932,66,3.866,3.875,3.869,3.867,0,0,14.242,50,12.4942341,7,6,P-GPS,
403900,2022-07-07 08:18:23,32.8256435418112,34.9559341185822,7,,,12.4942341,0.1,0.0299202,5.28631,895.725,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -4.5, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9583919,0.0735677,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404000,2022-07-07 08:18:23,32.8256435220875,34.9559341163648,7,,,12.4942341,0.1,0.0646274,5.28829,895.727,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,0.1,247.9, -5.9, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9584362,0.0733888,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404100,2022-07-07 08:18:23,32.8256434736869,34.9559341163444,7,,,12.4942341,0.1,0.0392955,5.29289,895.732,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -6.5, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9585214,0.0731829,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404200,2022-07-07 08:18:23,32.8256434522892,34.9559341185975,7,,,12.4942341,0.1,0.0148267,5.29481,895.735,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,0,248, -5.9, -1,0,0,1024,1024,1024,1024,0,0,0,0,359.9560014,0.0800451,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404300,2022-07-07 08:18:24,32.8256434434337,34.955934129009,7,,,12.4942341,0.1,0.0589063,5.29515,895.736,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,-0.1,248, -5.2, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,359.956016,0.080584,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404400,2022-07-07 08:18:24,32.8256434739768,34.9559341211258,7,,,12.4942341,0.1,0.0725992,5.29263,895.74,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,-0.1,248, -5.4, 0,0,0,1024,1024,1024,1024,0,0,0,0,359.9576447,0.0740167,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404500,2022-07-07 08:18:24,32.8256436082224,34.9559340566076,7,,,12.4942341,0.1,0.0406767,5.28303,895.756,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9577213,0.0739793,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404600,2022-07-07 08:18:24,32.825643657548,34.9559340501619,7,,,12.4942341,0.1,0.0445481,5.27867,895.761,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,0,248, -5.7, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9560122,0.0764711,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404700,2022-07-07 08:18:24,32.825643671354,34.9559340939973,7,,,12.4942341,0.1,0.0237398,5.27522,895.766,17,0,15.386,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -5.3, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9560724,0.076551,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404800,2022-07-07 08:18:24,32.8256436547959,34.9559341293403,7,,,12.4942341,0.1,0.0520432,5.27507,895.769,17,0,15.386,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -6, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9531672,0.077185,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
404900,2022-07-07 08:18:24,32.8256436003668,34.955934139632,7,,,12.4942341,0.1,0.0727433,5.27973,895.776,17,0,15.304,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.1, -6.3, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9532155,0.0772362,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
405000,2022-07-07 08:18:24,32.8256435015691,34.9559342054833,7,,,12.4942341,0.1,0.0956961,5.28591,895.788,17,0,15.304,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.2, -6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,359.951216,0.0733865,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
405100,2022-07-07 08:18:24,32.8256434094546,34.9559341924287,7.1,,,12.5942341,0.1,0.0996467,5.2953,895.799,17,0,15.304,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.2, -5.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9513301,0.0730622,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.5942341,7.1,6,P-GPS,
405200,2022-07-07 08:18:24,32.8256433480915,34.9559341723347,7.1,,,12.5942341,0.1,0.0835221,5.30211,895.806,17,0,15.304,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.3, -5.4, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9520745,0.0759741,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.5942341,7.1,6,P-GPS,
405300,2022-07-07 08:18:25,32.82564334702,34.9559341389108,7.1,,,12.5942341,0.1,0.0599007,5.30383,895.809,17,0,15.304,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -4.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9521885,0.0756651,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.5942341,7.1,6,P-GPS,
405400,2022-07-07 08:18:25,32.8256433993159,34.9559340618962,7.1,,,12.5942341,0.1,0.0550952,5.3026,895.818,17,0,15.304,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -4.9, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9519116,0.0753568,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.5942341,7.1,6,P-GPS,
405500,2022-07-07 08:18:25,32.8256434005274,34.9559340050674,7,,,12.4942341,0.1,0.0638795,5.30525,895.823,17,0,15.304,13.0942341,7.6,11.9583,137.601,0,-0.1,0,247.9, -5.3, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9519569,0.0753252,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
405600,2022-07-07 08:18:25,32.8256434138123,34.9559339517304,7,,,12.4942341,0.1,0.0605048,5.30659,895.828,17,0,15.304,13.0942341,7.6,11.9583,137.601,0,-0.1,0,247.8, -5.1, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9522374,0.0770582,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.4942341,7,6,P-GPS,
405700,2022-07-07 08:18:25,32.825643443489,34.9559338954292,7.1,,,12.5942341,0.1,0.066882,5.30652,895.835,17,0,15.304,13.0942341,7.6,11.9583,137.601,0,-0.1,0,247.9, -4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,359.9521483,0.0780648,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.5942341,7.1,6,P-GPS,
405800,2022-07-07 08:18:25,32.8256434451533,34.9559339050251,7.1,,,12.5942341,0.1,0.0585274,5.3059,895.836,17,0,15.304,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -4.5, -1,0,0,1024,1024,1024,1024,0,0,0,0,359.9523644,0.073925,66,3.856,3.868,3.866,3.867,0,0,15.342,51,12.5942341,7.1,6,P-GPS,
405900,2022-07-07 08:18:25,32.8256434747324,34.9559338944352,7.1,,,12.5942341,0.1,0.0428899,5.30361,895.839,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -4, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9524305,0.0741053,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406000,2022-07-07 08:18:25,32.8256434960324,34.9559338788064,7.1,,,12.5942341,0.1,0.049971,5.30236,895.842,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.2, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9507608,0.0798274,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406100,2022-07-07 08:18:25,32.8256435250187,34.9559338567473,7.1,,,12.5942341,0.1,0.028975,5.30069,895.846,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,248, -4.9, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9508081,0.0799724,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406200,2022-07-07 08:18:25,32.8256434940001,34.9559338210933,7.1,,,12.5942341,0.1,0.0411691,5.30537,895.85,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -4.1, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9512789,0.0791248,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406300,2022-07-07 08:18:26,32.8256435091414,34.9559338032446,7.1,,,12.5942341,0.1,0.0289816,5.30481,895.853,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,248, -4.4, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9513998,0.079028,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
