time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
406400,2022-07-07 08:18:26,32.8256435446512,34.9559337932664,7.1,,,12.5942341,0.1,0.035296,5.30194,895.857,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -4.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,359.951575,0.0797585,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406500,2022-07-07 08:18:26,32.825643606467,34.9559337906922,7.1,,,12.5942341,0.1,0.0320186,5.29622,895.864,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,247.8, -4.7, -1,0,0,1024,1024,1024,1024,0,0,0,0,359.9516514,0.0797739,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406600,2022-07-07 08:18:26,32.8256436616224,34.9559338101797,7.1,,,12.5942341,0.1,0.0384557,5.29004,895.87,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,247.7, -5, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9518268,0.0790912,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406700,2022-07-07 08:18:26,32.8256437907482,34.9559338676405,7.1,,,12.5942341,0.1,0.0397959,5.27501,895.885,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,248, -5.2, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9519162,0.0791515,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406800,2022-07-07 08:18:26,32.8256438204901,34.955933920241,7.1,,,12.5942341,0.1,0.0332641,5.26961,895.891,17,0,15.385,13.0942341,7.6,11.9583,137.601,0,0,0,248, -5.6, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9517372,0.0798161,66,3.862,3.869,3.863,3.863,0,0,14.782,51,12.5942341,7.1,6,P-GPS,
406900,2022-07-07 08:18:26,32.8256438362665,34.9559339751607,7.1,,,12.5942341,0.1,0.0289655,5.26542,895.897,17,0,15.435,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -5.8, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9518406,0.079674,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407000,2022-07-07 08:18:26,32.825643852336,34.955934021239,7.1,,,12.5942341,0.1,0.0130471,5.26164,895.901,17,0,15.435,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -5.6, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9520997,0.0789645,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407100,2022-07-07 08:18:26,32.8256439070484,34.9559341578707,7.1,,,12.5942341,0.1,0.0448165,5.24976,895.916,17,0,15.435,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -5.8, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9522356,0.0784977,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407200,2022-07-07 08:18:26,32.8256439392818,34.9559341736396,7.1,,,12.5942341,0.1,0.0513823,5.24593,895.919,17,0,15.435,13.0942341,7.6,11.9583,137.601,0,0,0,247.9, -5.5, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9524265,0.0779715,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407300,2022-07-07 08:18:27,32.8256439503878,34.9559341907568,7.1,,,12.5942341,0.1,0.0541938,5.24404,895.922,17,0,15.435,13.0942341,7.6,11.9583,137.601,0.1,0,0,247.8, -4.3, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9524941,0.078037,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407400,2022-07-07 08:18:27,32.8256439881612,34.9559342205768,7.1,,,12.5942341,0.1,0.0665892,5.23901,895.927,17,0,15.435,13.0942341,7.6,11.9583,137.601,0.1,0,0,247.9, -4, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9536768,0.0818044,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407500,2022-07-07 08:18:27,32.8256440620372,34.9559342770513,7.1,,,12.5942341,0.1,0.0776037,5.22924,895.936,17,0,15.435,13.0942341,7.6,11.9583,137.601,0.1,0,0,248, -4.5, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9536722,0.0823867,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407600,2022-07-07 08:18:27,32.8256441568322,34.9559342995514,7,,,12.4942341,0.1,0.0981938,5.21916,895.947,17,0,15.435,13.0942341,7.6,11.9583,137.601,0.1,0,0,248, -5.2, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9535959,0.0804556,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.4942341,7,6,P-GPS,
407700,2022-07-07 08:18:27,32.8256442486015,34.9559342998139,7,,,12.4942341,0.1,0.114629,5.21046,895.957,17,0,15.435,13.0942341,7.6,11.9583,137.601,0.1,0,0,247.8, -5.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,359.9537034,0.0803097,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.4942341,7,6,P-GPS,
407800,2022-07-07 08:18:27,32.8256443465362,34.9559343045545,7.1,,,12.5942341,0.1,0.112801,5.20096,895.968,17,0,15.435,13.0942341,7.6,11.9583,137.601,0.1,0,0,247.8, -6.9, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9538385,0.0803579,66,3.857,3.861,3.858,3.86,0,0,14.21,51,12.5942341,7.1,6,P-GPS,
407900,2022-07-07 08:18:27,32.8256444788993,34.9559343228008,7.1,,,12.5942341,0.1,0.11528,5.18755,895.983,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,247.9, -6.9, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9538744,0.081096,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.5942341,7.1,6,P-GPS,
408000,2022-07-07 08:18:27,32.8256445984564,34.955934327493,7,,,12.4942341,0.1,0.108573,5.17603,895.996,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,247.9, -6.5, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9539149,0.0805553,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408100,2022-07-07 08:18:27,32.8256447286603,34.955934318445,7,,,12.4942341,0.1,0.10698,5.16419,896.011,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248, -6.5, -3.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9539868,0.0808114,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408200,2022-07-07 08:18:27,32.825644841899,34.9559343195155,7,,,12.4942341,0.1,0.0998369,5.15345,896.023,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248, -5.9, -3.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9538037,0.0798186,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408300,2022-07-07 08:18:28,32.8256449607494,34.955934326318,7,,,12.4942341,0.1,0.123212,5.14192,896.037,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.1, -5.9, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9538753,0.079956,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408400,2022-07-07 08:18:28,32.8256451655751,34.9559343323483,7.1,,,12.5942341,0.1,0.132713,5.12234,896.059,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.2, -6.1, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.953582,0.0766787,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.5942341,7.1,6,P-GPS,
408500,2022-07-07 08:18:28,32.8256453220295,34.9559344140423,7,,,12.4942341,0.1,0.138612,5.10355,896.078,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.2, -5.8, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.953688,0.0766387,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408600,2022-07-07 08:18:28,32.8256454650329,34.9559344634773,7,,,12.4942341,0.1,0.12146,5.08764,896.095,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.3, -7, -3.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9534328,0.0767432,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408700,2022-07-07 08:18:28,32.8256455983015,34.9559344823582,7,,,12.4942341,0.1,0.091378,5.07418,896.11,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.2, -6.9, -4.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9535228,0.0768945,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408800,2022-07-07 08:18:28,32.8256457996391,34.9559345052915,7,,,12.4942341,0.1,0.0707003,5.05414,896.132,17,0,15.457,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.1, -6.4, -4.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9529355,0.0790212,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
408900,2022-07-07 08:18:28,32.8256458436266,34.9559345837207,7,,,12.4942341,0.1,0.0738619,5.04608,896.141,17,0,15.448,13.0942341,7.6,11.9583,137.601,0.1,0,0,248.1, -7.3, -3.4,0,0,1024,1024,1024,1024,0,0,0,0,359.953037,0.0789561,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409000,2022-07-07 08:18:28,32.8256458972578,34.9559346617013,7,,,12.4942341,0.1,0.0620857,5.03713,896.151,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7.4, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9540138,0.0755356,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409100,2022-07-07 08:18:28,32.8256459579271,34.9559347460078,7,,,12.4942341,0.1,0.0598804,5.02721,896.161,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -6.8, -3.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9541613,0.0751805,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409200,2022-07-07 08:18:28,32.8256459819955,34.9559348769278,7,,,12.4942341,0.1,0.0515903,5.0184,896.174,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7.2, -3.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9538343,0.0791489,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409300,2022-07-07 08:18:29,32.8256460084675,34.9559349273236,7,,,12.4942341,0.1,0.0456583,5.0134,896.179,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7.2, -3.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9539467,0.0791577,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409400,2022-07-07 08:18:29,32.8256460337311,34.9559349861607,7,,,12.4942341,0.1,0.0439569,5.00809,896.185,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.954619,0.0746027,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409500,2022-07-07 08:18:29,32.8256460642514,34.9559350736098,7,,,12.4942341,0.1,0.0266784,5.00086,896.194,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7.2, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9547483,0.0741289,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409600,2022-07-07 08:18:29,32.8256461357564,34.9559351659014,7,,,12.4942341,0.1,0.0234363,4.98954,896.206,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7.3, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9548968,0.0745079,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409700,2022-07-07 08:18:29,32.8256461285554,34.9559351964249,7,,,12.4942341,0.1,0.0295201,4.9887,896.209,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.1, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9550145,0.074424,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409800,2022-07-07 08:18:29,32.8256461169642,34.9559352078278,7,,,12.4942341,0.1,0.0277211,4.98922,896.211,17,0,15.448,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.1, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9550519,0.0732464,66,3.862,3.875,3.872,3.866,0,0,14.182,51,12.4942341,7,6,P-GPS,
409900,2022-07-07 08:18:29,32.8256461102289,34.9559352111794,7,,,12.4942341,0.1,0.0264263,4.98969,896.211,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -6.8, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9551638,0.0730026,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
410000,2022-07-07 08:18:29,32.8256460964816,34.9559352306185,7,,,12.4942341,0.1,0.0384953,4.99002,896.214,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -6.2, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9562643,0.0737695,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
410100,2022-07-07 08:18:29,32.8256460503055,34.9559352391923,7,,,12.4942341,0.1,0.0474709,4.99395,896.219,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -6.3, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9563576,0.073508,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
410200,2022-07-07 08:18:29,32.825646023713,34.9559353052322,7,,,12.4942341,0.1,0.0703392,4.99319,896.226,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0.1,0,248.1, -6.7, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9570257,0.0765636,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
410300,2022-07-07 08:18:30,32.8256459956158,34.955935394422,7,,,12.4942341,0.1,0.0854087,4.99144,896.235,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0.1,0,248.1, -6.6, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9571345,0.0765688,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
410400,2022-07-07 08:18:30,32.825645973026,34.9559354587109,7,,,12.4942341,0.1,0.0791956,4.9904,896.241,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0.1,0,248.1, -7.2, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9583622,0.0741384,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
410500,2022-07-07 08:18:30,32.8256459830605,34.9559354666374,7,,,12.4942341,0.1,0.0511353,4.98906,896.242,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.4, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9584828,0.0739775,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
410600,2022-07-07 08:18:30,32.825645979986,34.9559354926496,7.1,,,12.5942341,0.1,0.0431664,4.98808,896.245,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.7, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9578085,0.0752233,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
410700,2022-07-07 08:18:30,32.8256459943065,34.955935540721,7.1,,,12.5942341,0.1,0.0571197,4.98436,896.25,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.2, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,359.957905,0.0750656,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
410800,2022-07-07 08:18:30,32.825646003048,34.9559355840543,7.1,,,12.5942341,0.1,0.0464604,4.9814,896.254,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9577259,0.0744783,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
410900,2022-07-07 08:18:30,32.825645968626,34.9559356393895,7,,,12.4942341,0.1,0.048574,4.98195,896.26,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.6, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9577728,0.0746475,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
411000,2022-07-07 08:18:30,32.8256459736806,34.9559356722017,7.1,,,12.5942341,0.1,0.0343142,4.97986,896.263,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.9, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9581175,0.0739628,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
411100,2022-07-07 08:18:30,32.8256460011688,34.9559356928412,7.1,,,12.5942341,0.1,0.0152838,4.97625,896.267,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -8.3, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9582051,0.0740779,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
411200,2022-07-07 08:18:30,32.8256460187136,34.9559356984,7.1,,,12.5942341,0.1,0.0106992,4.97432,896.269,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -8, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9573332,0.0760186,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
411300,2022-07-07 08:18:31,32.8256460687655,34.9559357040199,7.1,,,12.5942341,0.1,0.0257337,4.9693,896.275,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7.8, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9574197,0.0761439,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
411400,2022-07-07 08:18:31,32.8256460869422,34.9559356946967,7.1,,,12.5942341,0.1,0.0309697,4.96803,896.277,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.9, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9572821,0.0751767,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
411500,2022-07-07 08:18:31,32.8256461240056,34.9559356788819,7.1,,,12.5942341,0.1,0.0342634,4.9653,896.281,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.1, -7.8, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9573664,0.0752304,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.5942341,7.1,6,P-GPS,
411600,2022-07-07 08:18:31,32.8256461432994,34.9559356615124,7,,,12.4942341,0.1,0.0386424,4.96433,896.284,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,0,0,248.2, -7.6, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9579643,0.0735272,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
411700,2022-07-07 08:18:31,32.8256461358444,34.9559356458683,7,,,12.4942341,0.1,0.0562836,4.9658,896.286,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.2, -7.3, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.958063,0.0735224,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
411800,2022-07-07 08:18:31,32.8256461711458,34.9559356433833,7,,,12.4942341,0.1,0.0589454,4.96259,896.289,17,0,15.35,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.3, -7, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9582827,0.0732841,66,3.856,3.871,3.869,3.861,0,0,15.38,51,12.4942341,7,6,P-GPS,
411900,2022-07-07 08:18:31,32.8256461563041,34.9559355517569,7,,,12.4942341,0.1,0.0549408,4.9685,896.298,17,0,15.392,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.2, -7, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9583568,0.0732896,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412000,2022-07-07 08:18:31,32.8256461538484,34.9559354834105,7,,,12.4942341,0.1,0.0591414,4.9721,896.305,17,0,15.392,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.3, -6.6, -3.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9585822,0.0750862,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412100,2022-07-07 08:18:31,32.8256461755523,34.9559354371921,7,,,12.4942341,0.1,0.0607952,4.97233,896.31,17,0,15.392,13.0942341,7.6,11.9583,137.601,0,0,0,248.3, -6.8, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9586799,0.075098,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412200,2022-07-07 08:18:31,32.825646218768,34.9559353441129,7,,,12.4942341,0.1,0.0696093,4.97287,896.32,17,0,15.392,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.2, -7, -3.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9587565,0.0746937,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412300,2022-07-07 08:18:32,32.8256461964648,34.9559352737708,7,,,12.4942341,0.1,0.0847031,4.97846,896.327,17,0,15.392,13.0942341,7.6,11.9583,137.601,-0.1,-0.1,0,248.2, -6.7, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9588893,0.0745501,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412400,2022-07-07 08:18:32,32.8256461620916,34.9559352068134,7,,,12.4942341,0.1,0.0881825,4.98502,896.334,17,0,15.392,13.0942341,7.6,11.9583,137.601,-0.1,-0.1,0,248.2, -6.1, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9589012,0.0768085,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412500,2022-07-07 08:18:32,32.8256461098707,34.9559351392622,7,,,12.4942341,0.1,0.0894628,4.9933,896.342,17,0,15.392,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.2, -5.9, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9590048,0.0767074,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412600,2022-07-07 08:18:32,32.8256459490195,34.9559350656323,7,,,12.4942341,0.1,0.0897045,5.01211,896.362,17,0,15.392,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.2, -5.9, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9591552,0.0737088,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412700,2022-07-07 08:18:32,32.8256458619205,34.9559350114083,7,,,12.4942341,0.1,0.0729845,5.023,896.373,17,0,15.392,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.2, -6, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9592687,0.0736096,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412800,2022-07-07 08:18:32,32.8256458127448,34.9559349625545,7,,,12.4942341,0.1,0.0650089,5.03006,896.38,17,0,15.392,13.0942341,7.6,11.9583,137.601,0,0,0,248.3, -5.8, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9590539,0.0741364,65,3.854,3.866,3.86,3.856,0,0,15.55,51,12.4942341,7,6,P-GPS,
412900,2022-07-07 08:18:32,32.8256458014369,34.9559349108665,7,,,12.4942341,0.1,0.067083,5.0337,896.385,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.3, -6.1, -2,0,0,1024,1024,1024,1024,0,0,0,0,359.9591947,0.0738978,65,3.86,3.868,3.861,3.855,0,0,14.478,51,12.4942341,7,6,P-GPS,
413000,2022-07-07 08:18:32,32.8256458289934,34.9559348076358,7,,,12.4942341,0.1,0.0686578,5.03625,896.395,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.3, -6.1, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9591415,0.0752551,65,3.86,3.868,3.861,3.855,0,0,14.478,51,12.4942341,7,6,P-GPS,
413100,2022-07-07 08:18:33,32.8256458115723,34.9559347107564,7,,,12.4942341,0.1,0.0678218,5.04272,896.404,17,0,15.369,13.0942341,7.6,11.9583,137.601,0,-0.1,0,248.3, -5.8, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9591877,0.0755094,65,3.86,3.868,3.861,3.855,0,0,14.478,51,12.4942341,7,6,P-GPS,
413200,2022-07-07 08:18:33,32.825645783905,34.9559346283921,7,,,12.4942341,0.1,0.07531,5.04944,896.412,17,0,15.369,13.0942341,7.6,11.9583,137.601,-0.1,-0.1,0,248.3, -5.8, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9583853,0.076793,65,3.86,3.868,3.861,3.855,0,0,14.478,51,12.4942341,7,6,P-GPS,
413300,2022-07-07 08:18:33,32.8256457354914,34.9559345618629,7,,,12.4942341,0.1,0.0778633,5.05732,896.421,17,0,15.369,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.3, -5.6, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9584413,0.0770117,65,3.86,3.868,3.861,3.855,0,0,14.478,51,12.4942341,7,6,P-GPS,
413400,2022-07-07 08:18:33,32.8256456990664,34.9559345122342,7,,,12.4942341,0.1,0.0785182,5.06323,896.427,17,0,15.369,13.0942341,7.6,11.9583,137.601,-0.1,0,0,248.2, -5.3, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9589231,0.0741125,65,3.86,3.868,3.861,3.855,0,0,14.478,51,12.4942341,7,6,P-GPS,
